CustomerID,Recency,Frequency,Monetary,Recency_Activity,TotalQuantity,UniqueItems,Num_Morning,Percent_Morning,Num_Afternoon,Percent_Afternoon,Country_UK,Time,Num_weekend,Percent_weekend,Days,Frequency_Activity,Quarter,Num_4q,Percent_4q,Num_1q,Percent_1q,Num_2q,Percent_2q,Num_3q,Percent_3q,Monetary_Activity
12357,33,131,6207.669999999996,3,2708,131,0,0.0,131,1.0,0,['Afternoon'],131,1.0,['Sunday'],1,[4],131,1.0,0,0.0,0,0.0,0,0.0,4
12358,2,19,1168.06,4,248,13,19,1.0,0,0.0,0,['Morning'],0,0.0,['Tuesday' 'Thursday'],3,[3 4],7,0.3684210526315789,0,0.0,0,0.0,12,0.631578947368421,3
12359,58,248,6372.580000000005,2,1622,214,0,0.0,248,1.0,0,['Afternoon'],0,0.0,['Wednesday' 'Monday' 'Friday' 'Thursday'],1,[1 2 4],105,0.42338709677419356,96,0.3870967741935484,47,0.18951612903225806,0,0.0,4
12360,52,129,2662.0600000000004,2,1165,105,75,0.5813953488372093,54,0.4186046511627907,0,['Morning' 'Afternoon'],0,0.0,['Monday' 'Friday' 'Tuesday'],1,[2 3 4],54,0.4186046511627907,0,0.0,45,0.3488372093023256,30,0.23255813953488372,4
12361,287,10,189.89999999999998,1,91,10,0,0.0,10,1.0,0,['Afternoon'],0,0.0,['Friday'],4,[1],0,0.0,10,1.0,0,0.0,0,0.0,1
12362,3,266,5226.230000000003,4,2229,201,99,0.37218045112781956,167,0.6278195488721805,0,['Morning' 'Afternoon'],0,0.0,['Thursday' 'Wednesday' 'Tuesday' 'Friday'],1,[1 2 3 4],121,0.4548872180451128,27,0.10150375939849623,29,0.10902255639097744,89,0.33458646616541354,4
12363,110,23,552.0,2,408,23,7,0.30434782608695654,16,0.6956521739130435,0,['Afternoon' 'Morning'],0,0.0,['Monday'],3,[2 3],0,0.0,0,0.0,16,0.6956521739130435,7,0.30434782608695654,2
12364,8,85,1313.1000000000001,4,1506,70,27,0.3176470588235294,58,0.6823529411764706,0,['Afternoon' 'Morning'],22,0.25882352941176473,['Friday' 'Thursday' 'Sunday'],2,[3 4],49,0.5764705882352941,0,0.0,0,0.0,36,0.4235294117647059,3
12365,291,22,641.38,1,174,22,0,0.0,22,1.0,0,['Afternoon'],0,0.0,['Monday'],3,[1],0,0.0,22,1.0,0,0.0,0,0.0,2
12367,4,11,168.9,4,173,11,0,0.0,11,1.0,0,['Afternoon'],0,0.0,['Monday'],4,[4],11,1.0,0,0.0,0,0.0,0,0.0,1
12370,51,167,3545.689999999998,3,2353,143,8,0.04790419161676647,159,0.9520958083832335,0,['Afternoon' 'Morning'],0,0.0,['Tuesday' 'Friday' 'Thursday' 'Wednesday'],1,[4 1],119,0.7125748502994012,48,0.2874251497005988,0,0.0,0,0.0,4
12371,45,63,1887.9600000000003,3,591,63,63,1.0,0,0.0,0,['Morning'],0,0.0,['Tuesday' 'Wednesday'],2,[4],63,1.0,0,0.0,0,0.0,0,0.0,4
12372,72,52,1298.0400000000002,2,794,34,19,0.36538461538461536,33,0.6346153846153846,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Thursday'],2,[1 2 3],0,0.0,20,0.38461538461538464,19,0.36538461538461536,13,0.25,3
12373,311,14,364.6,1,197,14,0,0.0,14,1.0,0,['Afternoon'],0,0.0,['Tuesday'],4,[1],0,0.0,14,1.0,0,0.0,0,0.0,2
12374,25,33,742.93,3,342,33,0,0.0,33,1.0,0,['Afternoon'],0,0.0,['Monday'],3,[4],33,1.0,0,0.0,0,0.0,0,0.0,3
12375,11,17,457.5000000000001,4,178,14,6,0.35294117647058826,11,0.6470588235294118,0,['Afternoon' 'Morning'],0,0.0,['Friday' 'Tuesday'],4,[3 4],6,0.35294117647058826,0,0.0,0,0.0,11,0.6470588235294118,2
12377,315,77,1628.1199999999997,1,944,72,43,0.5584415584415584,34,0.44155844155844154,0,['Morning' 'Afternoon'],0,0.0,['Monday' 'Friday'],2,[4 1],43,0.5584415584415584,34,0.44155844155844154,0,0.0,0,0.0,3
12378,130,219,4008.6200000000013,2,2529,219,219,1.0,0,0.0,0,['Morning'],0,0.0,['Tuesday'],1,[3],0,0.0,0,0.0,0,0.0,219,1.0,4
12379,82,40,852.2399999999997,2,407,39,20,0.5,20,0.5,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Monday'],3,[2 3],0,0.0,0,0.0,20,0.5,20,0.5,3
12380,22,104,2724.81,3,1127,77,76,0.7307692307692307,28,0.2692307692307692,0,['Morning' 'Afternoon'],0,0.0,['Tuesday' 'Thursday' 'Friday'],1,[2 3 4],40,0.38461538461538464,0,0.0,36,0.34615384615384615,28,0.2692307692307692,4
12381,5,87,1845.3100000000006,4,808,70,63,0.7241379310344828,24,0.27586206896551724,0,['Morning' 'Afternoon'],16,0.1839080459770115,['Friday' 'Tuesday' 'Wednesday' 'Sunday' 'Monday'],2,[3 4],25,0.28735632183908044,0,0.0,0,0.0,62,0.7126436781609196,4
12383,185,99,1850.5599999999997,1,1532,84,20,0.20202020202020202,79,0.797979797979798,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Monday' 'Friday'],2,[4 1 2],37,0.37373737373737376,46,0.46464646464646464,16,0.16161616161616163,0,0.0,4
12384,29,27,585.2700000000001,3,126,26,27,1.0,0,0.0,0,['Morning'],0,0.0,['Wednesday' 'Friday'],3,[3 4],13,0.48148148148148145,0,0.0,0,0.0,14,0.5185185185185185,2
12386,338,10,401.90000000000003,1,354,10,8,0.8,2,0.2,0,['Morning' 'Afternoon'],0,0.0,['Wednesday' 'Thursday'],4,[4 1],8,0.8,2,0.2,0,0.0,0,0.0,2
12388,16,100,2780.6600000000003,4,1462,57,41,0.41,59,0.59,0,['Morning' 'Afternoon'],22,0.22,['Monday' 'Wednesday' 'Thursday' 'Sunday'],2,[1 3 4],8,0.08,35,0.35,0,0.0,57,0.57,4
12390,80,32,549.8399999999999,2,353,32,32,1.0,0,0.0,0,['Morning'],0,0.0,['Wednesday'],3,[3],0,0.0,0,0.0,0,0.0,32,1.0,2
12391,22,100,460.88999999999993,3,300,92,0,0.0,100,1.0,0,['Afternoon'],0,0.0,['Friday'],2,[4],100,1.0,0,0.0,0,0.0,0,0.0,2
12393,72,64,1582.6000000000004,2,816,47,39,0.609375,25,0.390625,0,['Morning' 'Afternoon'],0,0.0,['Tuesday' 'Friday' 'Wednesday'],2,[1 2 3],0,0.0,22,0.34375,17,0.265625,25,0.390625,3
12394,64,27,1272.48,2,819,26,6,0.2222222222222222,21,0.7777777777777778,0,['Afternoon' 'Morning'],0,0.0,['Friday'],3,[2 4],6,0.2222222222222222,0,0.0,21,0.7777777777777778,0,0.0,3
12395,19,156,3018.6299999999987,3,2118,91,13,0.08333333333333333,143,0.9166666666666666,0,['Afternoon' 'Morning'],15,0.09615384615384616,['Friday' 'Wednesday' 'Thursday' 'Tuesday' 'Sunday'],1,[4 1 2 3],91,0.5833333333333334,24,0.15384615384615385,34,0.21794871794871795,7,0.04487179487179487,4
12397,36,126,2409.9000000000005,3,1263,110,56,0.4444444444444444,70,0.5555555555555556,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Friday'],1,[3 4],56,0.4444444444444444,0,0.0,0,0.0,70,0.5555555555555556,4
12398,46,85,1635.6599999999999,3,1394,85,85,1.0,0,0.0,0,['Morning'],0,0.0,['Tuesday'],2,[4],85,1.0,0,0.0,0,0.0,0,0.0,3
12399,119,59,1108.65,2,1178,47,42,0.711864406779661,17,0.288135593220339,0,['Morning' 'Afternoon'],0,0.0,['Wednesday' 'Tuesday' 'Thursday' 'Friday'],2,[1 2 3],0,0.0,20,0.3389830508474576,27,0.4576271186440678,12,0.2033898305084746,3
12401,303,5,84.3,1,11,5,0,0.0,5,1.0,0,['Afternoon'],0,0.0,['Wednesday'],4,[1],0,0.0,5,1.0,0,0.0,0,0.0,1
12402,323,11,225.6,1,94,11,0,0.0,11,1.0,0,['Afternoon'],0,0.0,['Thursday'],4,[1],0,0.0,11,1.0,0,0.0,0,0.0,1
12403,50,5,427.7,3,96,5,5,1.0,0,0.0,0,['Morning'],0,0.0,['Friday'],4,[4],5,1.0,0,0.0,0,0.0,0,0.0,2
12405,149,54,1710.3900000000006,1,857,54,54,1.0,0,0.0,0,['Morning'],0,0.0,['Thursday'],2,[3],0,0.0,0,0.0,0,0.0,54,1.0,4
12406,22,105,3415.300000000001,3,1818,92,49,0.4666666666666667,56,0.5333333333333333,0,['Morning' 'Afternoon'],0,0.0,['Thursday'],1,[2 4],56,0.5333333333333333,0,0.0,49,0.4666666666666667,0,0.0,4
12407,50,77,1708.1199999999997,3,1416,57,46,0.5974025974025974,31,0.4025974025974026,0,['Afternoon' 'Morning'],15,0.19480519480519481,['Sunday' 'Monday' 'Wednesday' 'Thursday' 'Friday'],2,[1 2 3 4],13,0.16883116883116883,15,0.19480519480519481,12,0.15584415584415584,37,0.4805194805194805,4
12408,33,105,2888.5500000000006,3,1409,81,46,0.4380952380952381,59,0.5619047619047619,0,['Afternoon' 'Morning'],0,0.0,['Thursday' 'Friday' 'Monday'],1,[1 2 3 4],23,0.21904761904761905,36,0.34285714285714286,29,0.2761904761904762,17,0.1619047619047619,4
12409,79,109,11072.670000000002,2,5551,91,44,0.4036697247706422,65,0.5963302752293578,0,['Afternoon' 'Morning'],0,0.0,['Friday' 'Wednesday' 'Thursday'],1,[2 3],0,0.0,0,0.0,64,0.5871559633027523,45,0.41284403669724773,4
12410,309,26,693.3299999999999,1,211,26,26,1.0,0,0.0,0,['Morning'],0,0.0,['Friday'],3,[1],0,0.0,26,1.0,0,0.0,0,0.0,3
12412,75,61,1226.8799999999999,2,829,43,33,0.5409836065573771,28,0.45901639344262296,0,['Afternoon' 'Morning'],0,0.0,['Thursday' 'Monday'],2,[2 3],0,0.0,0,0.0,28,0.45901639344262296,33,0.5409836065573771,3
12413,67,38,758.0999999999999,2,286,29,10,0.2631578947368421,28,0.7368421052631579,0,['Afternoon' 'Morning'],4,0.10526315789473684,['Thursday' 'Sunday' 'Tuesday'],3,[1 2 4],10,0.2631578947368421,24,0.631578947368421,4,0.10526315789473684,0,0.0,3
12414,217,18,562.41,1,300,16,5,0.2777777777777778,13,0.7222222222222222,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Tuesday' 'Friday'],3,[1 2],0,0.0,7,0.3888888888888889,11,0.6111111111111112,0,0.0,2
12415,24,714,124914.52999999975,3,77374,444,382,0.5350140056022409,332,0.4649859943977591,0,['Morning' 'Afternoon'],0,0.0,['Thursday' 'Monday' 'Tuesday' 'Friday' 'Wednesday'],1,[1 2 3 4],114,0.15966386554621848,198,0.2773109243697479,216,0.3025210084033613,186,0.2605042016806723,4
12417,3,192,3649.1,4,1552,158,62,0.3229166666666667,130,0.6770833333333334,0,['Morning' 'Afternoon'],23,0.11979166666666667,['Friday' 'Tuesday' 'Thursday' 'Sunday' 'Monday'],1,[4 1 2 3],55,0.2864583333333333,35,0.18229166666666666,46,0.23958333333333334,56,0.2916666666666667,4
12418,113,34,668.5799999999997,2,407,34,34,1.0,0,0.0,0,['Morning'],0,0.0,['Friday'],3,[3],0,0.0,0,0.0,0,0.0,34,1.0,2
12420,64,29,600.3900000000001,2,345,29,29,1.0,0,0.0,0,['Morning'],0,0.0,['Friday'],3,[4],29,1.0,0,0.0,0,0.0,0,0.0,2
12421,16,45,807.0400000000002,4,484,32,20,0.4444444444444444,25,0.5555555555555556,0,['Afternoon' 'Morning'],14,0.3111111111111111,['Monday' 'Sunday' 'Wednesday' 'Thursday'],2,[1 2 3 4],9,0.2,11,0.24444444444444444,14,0.3111111111111111,11,0.24444444444444444,3
12422,96,39,803.5599999999998,2,370,39,21,0.5384615384615384,18,0.46153846153846156,0,['Morning' 'Afternoon'],0,0.0,['Wednesday' 'Friday' 'Monday'],3,[1 2 3],0,0.0,13,0.3333333333333333,18,0.46153846153846156,8,0.20512820512820512,3
12423,1,125,1859.3100000000002,4,1339,97,107,0.856,18,0.144,0,['Morning' 'Afternoon'],0,0.0,['Tuesday' 'Monday' 'Thursday' 'Wednesday' 'Friday'],1,[4 1 2 3],33,0.264,35,0.28,45,0.36,12,0.096,4
12424,163,30,1760.9599999999998,1,740,30,0,0.0,30,1.0,0,['Afternoon'],0,0.0,['Thursday'],3,[2],0,0.0,0,0.0,30,1.0,0,0.0,4
12425,78,36,777.1999999999999,2,496,36,0,0.0,36,1.0,0,['Afternoon'],0,0.0,['Thursday'],3,[3],0,0.0,0,0.0,0,0.0,36,1.0,3
12426,195,30,582.7299999999999,1,258,30,0,0.0,30,1.0,0,['Afternoon'],30,1.0,['Sunday'],3,[2],0,0.0,0,0.0,30,1.0,0,0.0,2
12427,22,31,825.8000000000002,3,533,26,16,0.5161290322580645,15,0.4838709677419355,0,['Morning' 'Afternoon'],0,0.0,['Friday' 'Monday'],3,[4],31,1.0,0,0.0,0,0.0,0,0.0,3
12428,26,294,7956.460000000004,3,3536,258,229,0.7789115646258503,65,0.22108843537414966,0,['Morning' 'Afternoon'],10,0.034013605442176874,['Tuesday' 'Sunday' 'Wednesday' 'Monday' 'Thursday'],1,[1 2 3 4],15,0.05102040816326531,214,0.7278911564625851,21,0.07142857142857142,44,0.14965986394557823,4
12429,9,97,3750.400000000001,4,1557,82,21,0.21649484536082475,76,0.7835051546391752,0,['Afternoon' 'Morning'],0,0.0,['Thursday' 'Tuesday' 'Monday' 'Wednesday'],2,[4 2],47,0.4845360824742268,0,0.0,50,0.5154639175257731,0,0.0,4
12430,43,11,256.4,3,117,11,0,0.0,11,1.0,0,['Afternoon'],0,0.0,['Thursday'],4,[4],11,1.0,0,0.0,0,0.0,0,0.0,1
12431,36,235,6487.449999999999,3,2906,163,125,0.5319148936170213,110,0.46808510638297873,0,['Morning' 'Afternoon'],30,0.1276595744680851,['Wednesday' 'Friday' 'Thursday' 'Sunday' 'Monday' 'Tuesday'],1,[4 1 2 3],74,0.3148936170212766,67,0.2851063829787234,40,0.1702127659574468,54,0.2297872340425532,4
12432,43,108,5059.3200000000015,3,1801,107,32,0.2962962962962963,76,0.7037037037037037,0,['Afternoon' 'Morning'],0,0.0,['Monday' 'Wednesday' 'Friday'],1,[2 4],32,0.2962962962962963,0,0.0,76,0.7037037037037037,0,0.0,4
12433,1,420,13375.869999999992,4,11071,219,66,0.15714285714285714,354,0.8428571428571429,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Friday' 'Thursday'],1,[4 3],339,0.8071428571428572,0,0.0,0,0.0,81,0.19285714285714287,4
12434,85,50,806.14,2,394,46,0,0.0,50,1.0,0,['Afternoon'],0,0.0,['Thursday' 'Friday'],2,[1 3],0,0.0,16,0.32,0,0.0,34,0.68,3
12435,80,36,7829.889999999998,2,2055,31,36,1.0,0,0.0,0,['Morning'],0,0.0,['Thursday' 'Wednesday'],3,[1 3],0,0.0,19,0.5277777777777778,0,0.0,17,0.4722222222222222,4
12436,100,16,509.01000000000005,2,211,16,0,0.0,16,1.0,0,['Afternoon'],0,0.0,['Thursday'],4,[3],0,0.0,0,0.0,0,0.0,16,1.0,2
12437,2,199,4951.409999999997,4,2922,118,84,0.4221105527638191,115,0.5778894472361809,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Thursday' 'Friday'],1,[1 2 3 4],87,0.4371859296482412,46,0.23115577889447236,42,0.21105527638190955,24,0.12060301507537688,4
12438,14,98,2906.8500000000004,4,1180,84,0,0.0,98,1.0,0,['Afternoon'],0,0.0,['Friday'],2,[3 4],49,0.5,0,0.0,0,0.0,49,0.5,4
12441,367,11,173.55,1,121,11,11,1.0,0,0.0,0,['Morning'],0,0.0,['Wednesday'],4,[4],11,1.0,0,0.0,0,0.0,0,0.0,1
12442,3,12,172.06,4,182,12,0,0.0,12,1.0,0,['Afternoon'],0,0.0,['Tuesday'],4,[4],12,1.0,0,0.0,0,0.0,0,0.0,1
12444,21,176,5005.46,3,1153,138,35,0.19886363636363635,141,0.8011363636363636,0,['Afternoon' 'Morning'],0,0.0,['Tuesday' 'Wednesday' 'Thursday' 'Friday'],1,[2 3 4],51,0.2897727272727273,0,0.0,90,0.5113636363636364,35,0.19886363636363635,4
12445,22,4,133.4,3,62,4,0,0.0,4,1.0,0,['Afternoon'],0,0.0,['Thursday'],4,[4],4,1.0,0,0.0,0,0.0,0,0.0,1
12446,58,57,1002.3099999999998,2,351,57,0,0.0,57,1.0,0,['Afternoon'],0,0.0,['Thursday'],2,[4],57,1.0,0,0.0,0,0.0,0,0.0,3
12447,243,26,476.49,1,190,26,0,0.0,26,1.0,0,['Afternoon'],26,1.0,['Sunday'],3,[2],0,0.0,0,0.0,26,1.0,0,0.0,2
12448,44,22,449.4500000000001,3,243,22,0,0.0,22,1.0,0,['Afternoon'],0,0.0,['Wednesday'],3,[4],22,1.0,0,0.0,0,0.0,0,0.0,2
12449,22,191,4067.2900000000013,3,1553,118,84,0.4397905759162304,107,0.5602094240837696,0,['Afternoon' 'Morning'],48,0.2513089005235602,['Sunday' 'Tuesday' 'Friday' 'Thursday'],1,[2 3 4],59,0.3089005235602094,0,0.0,48,0.2513089005235602,84,0.4397905759162304,4
12450,156,8,197.88,1,128,7,0,0.0,8,1.0,0,['Afternoon'],6,0.75,['Sunday' 'Wednesday'],4,[2 3],0,0.0,0,0.0,6,0.75,2,0.25,1
12451,11,354,9035.519999999999,4,6575,265,160,0.4519774011299435,194,0.5480225988700564,0,['Morning' 'Afternoon'],0,0.0,['Wednesday' 'Thursday' 'Friday' 'Tuesday'],1,[1 2 4],159,0.4491525423728814,101,0.2853107344632768,94,0.2655367231638418,0,0.0,4
12452,17,22,430.57000000000005,4,185,21,22,1.0,0,0.0,0,['Morning'],0,0.0,['Wednesday'],3,[4],22,1.0,0,0.0,0,0.0,0,0.0,2
12453,134,43,707.0899999999999,2,473,43,0,0.0,43,1.0,0,['Afternoon'],0,0.0,['Thursday'],2,[3],0,0.0,0,0.0,0,0.0,43,1.0,3
12454,56,15,3528.34,2,1006,15,0,0.0,15,1.0,0,['Afternoon'],0,0.0,['Friday'],4,[4],15,1.0,0,0.0,0,0.0,0,0.0,4
12455,73,90,2466.859999999997,2,2089,85,59,0.6555555555555556,31,0.34444444444444444,0,['Morning' 'Afternoon'],0,0.0,['Wednesday' 'Thursday' 'Friday' 'Tuesday'],2,[1 2 3],0,0.0,42,0.4666666666666667,13,0.14444444444444443,35,0.3888888888888889,4
12456,44,125,3181.039999999998,3,1633,105,41,0.328,84,0.672,0,['Morning' 'Afternoon'],45,0.36,['Wednesday' 'Sunday'],1,[1 3 4],39,0.312,41,0.328,0,0.0,45,0.36,4
12457,66,62,2363.2299999999996,2,843,53,2,0.03225806451612903,60,0.967741935483871,0,['Afternoon' 'Morning'],0,0.0,['Thursday' 'Friday' 'Wednesday' 'Monday' 'Tuesday'],2,[2 3 4],1,0.016129032258064516,0,0.0,25,0.4032258064516129,36,0.5806451612903226,4
12458,71,38,947.4000000000001,2,506,35,19,0.5,19,0.5,0,['Morning' 'Afternoon'],0,0.0,['Monday' 'Thursday'],3,[1 3],0,0.0,19,0.5,0,0.0,19,0.5,3
12461,94,35,826.8800000000001,2,287,35,34,0.9714285714285714,1,0.02857142857142857,0,['Morning' 'Afternoon'],0,0.0,['Friday' 'Tuesday'],3,[3],0,0.0,0,0.0,0,0.0,35,1.0,3
12462,19,62,1189.5900000000001,3,536,51,22,0.3548387096774194,40,0.6451612903225806,0,['Afternoon' 'Morning'],0,0.0,['Wednesday' 'Monday'],2,[1 4],22,0.3548387096774194,40,0.6451612903225806,0,0.0,0,0.0,3
12463,53,83,1344.7799999999997,2,776,65,18,0.21686746987951808,65,0.7831325301204819,0,['Afternoon' 'Morning'],0,0.0,['Tuesday' 'Friday' 'Monday'],2,[2 4],22,0.26506024096385544,0,0.0,61,0.7349397590361446,0,0.0,3
12464,10,29,1212.0499999999997,4,112,6,8,0.27586206896551724,21,0.7241379310344828,0,['Afternoon' 'Morning'],0,0.0,['Thursday' 'Monday' 'Wednesday' 'Tuesday'],3,[1 2 3 4],8,0.27586206896551724,9,0.3103448275862069,6,0.20689655172413793,6,0.20689655172413793,3
12465,17,47,742.1900000000002,4,479,46,0,0.0,47,1.0,0,['Afternoon'],0,0.0,['Thursday' 'Tuesday'],2,[2 4],21,0.44680851063829785,0,0.0,26,0.5531914893617021,0,0.0,3
12468,188,38,729.54,1,366,36,26,0.6842105263157895,12,0.3157894736842105,0,['Afternoon' 'Morning'],26,0.6842105263157895,['Thursday' 'Sunday'],3,[1 2],0,0.0,12,0.3157894736842105,26,0.6842105263157895,0,0.0,3
12471,2,460,19824.049999999945,4,8212,150,244,0.5304347826086957,216,0.46956521739130436,0,['Morning' 'Afternoon'],0,0.0,['Friday' 'Thursday' 'Wednesday' 'Monday' 'Tuesday'],1,[4 1 2 3],246,0.5347826086956522,57,0.12391304347826088,46,0.1,111,0.24130434782608695,4
12472,32,339,6572.110000000003,3,4148,219,123,0.36283185840707965,216,0.6371681415929203,0,['Afternoon' 'Morning'],113,0.3333333333333333,['Sunday' 'Wednesday' 'Thursday' 'Monday'],1,[4 1 2 3],160,0.471976401179941,68,0.20058997050147492,68,0.20058997050147492,43,0.12684365781710916,4
12473,29,168,3938.55,3,2439,140,134,0.7976190476190477,34,0.20238095238095238,0,['Morning' 'Afternoon'],0,0.0,['Wednesday' 'Monday' 'Thursday'],1,[2 3 4],103,0.6130952380952381,0,0.0,35,0.20833333333333334,30,0.17857142857142858,4
12474,17,424,7375.789999999998,4,4847,253,145,0.3419811320754717,279,0.6580188679245284,0,['Morning' 'Afternoon'],1,0.0023584905660377358,['Friday' 'Wednesday' 'Monday' 'Tuesday' 'Sunday' 'Thursday'],1,[1 2 3 4],177,0.41745283018867924,113,0.2665094339622642,64,0.1509433962264151,70,0.1650943396226415,4
12475,54,36,723.38,2,535,36,36,1.0,0,0.0,0,['Morning'],0,0.0,['Monday'],3,[4],36,1.0,0,0.0,0,0.0,0,0.0,3
12476,16,233,6816.420000000005,4,2408,177,127,0.5450643776824035,106,0.45493562231759654,0,['Afternoon' 'Morning'],0,0.0,['Monday' 'Tuesday' 'Thursday' 'Friday'],1,[4 1 2 3],105,0.45064377682403434,29,0.12446351931330472,54,0.2317596566523605,45,0.19313304721030042,4
12477,23,300,13219.73999999999,3,3653,191,159,0.53,141,0.47,0,['Afternoon' 'Morning'],0,0.0,['Friday' 'Thursday' 'Wednesday'],1,[1 2 3 4],101,0.33666666666666667,52,0.17333333333333334,57,0.19,90,0.3,4
12478,4,36,680.9900000000002,4,236,36,36,1.0,0,0.0,0,['Morning'],0,0.0,['Tuesday'],3,[4],36,1.0,0,0.0,0,0.0,0,0.0,3
12479,11,31,527.2,4,385,31,0,0.0,31,1.0,0,['Afternoon'],0,0.0,['Monday'],3,[4],31,1.0,0,0.0,0,0.0,0,0.0,2
12480,28,154,3281.6300000000015,3,1707,129,0,0.0,154,1.0,0,['Afternoon'],0,0.0,['Friday' 'Thursday' 'Tuesday'],1,[1 3 4],40,0.2597402597402597,77,0.5,0,0.0,37,0.24025974025974026,4
12481,23,217,5596.320000000002,3,3304,150,167,0.7695852534562212,50,0.2304147465437788,0,['Morning' 'Afternoon'],0,0.0,['Thursday' 'Monday' 'Friday' 'Wednesday'],1,[4 1 2],82,0.3778801843317972,62,0.2857142857142857,73,0.33640552995391704,0,0.0,4
12483,17,75,2484.980000000001,4,1110,46,31,0.41333333333333333,44,0.5866666666666667,0,['Afternoon' 'Morning'],16,0.21333333333333335,['Tuesday' 'Wednesday' 'Thursday' 'Friday' 'Sunday'],2,[1 2 3 4],22,0.29333333333333333,13,0.17333333333333334,26,0.3466666666666667,14,0.18666666666666668,4
12484,33,346,4541.720000000001,3,2191,256,63,0.18208092485549132,283,0.8179190751445087,0,['Afternoon' 'Morning'],122,0.35260115606936415,['Friday' 'Thursday' 'Sunday' 'Wednesday' 'Monday'],1,[1 2 3 4],64,0.18497109826589594,98,0.2832369942196532,61,0.17630057803468208,123,0.3554913294797688,4
12488,10,55,1298.6599999999999,4,529,46,55,1.0,0,0.0,0,['Morning'],21,0.38181818181818183,['Sunday' 'Monday' 'Wednesday'],2,[3 4],34,0.6181818181818182,0,0.0,0,0.0,21,0.38181818181818183,3
12489,336,15,334.92999999999995,1,105,15,0,0.0,15,1.0,0,['Afternoon'],0,0.0,['Friday'],4,[1],0,0.0,15,1.0,0,0.0,0,0.0,2
12490,5,245,5417.9299999999985,4,3064,131,97,0.39591836734693875,148,0.6040816326530613,0,['Morning' 'Afternoon'],50,0.20408163265306123,['Friday' 'Monday' 'Sunday' 'Wednesday' 'Tuesday'],1,[1 2 3 4],80,0.32653061224489793,43,0.17551020408163265,37,0.1510204081632653,85,0.3469387755102041,4
12491,39,26,460.4000000000001,3,260,25,0,0.0,26,1.0,0,['Afternoon'],0,0.0,['Tuesday'],3,[4],26,1.0,0,0.0,0,0.0,0,0.0,2
12492,63,20,263.21,2,192,19,0,0.0,20,1.0,0,['Afternoon'],0,0.0,['Friday'],3,[3 4],11,0.55,0,0.0,0,0.0,9,0.45,1
