CustomerID,Recency,Frequency,Monetary
12475,54,36,723.38
12476,16,233,6816.420000000005
12477,23,300,13219.73999999999
12478,4,36,680.9900000000002
12479,11,31,527.2
12480,28,154,3281.6300000000015
12481,23,217,5596.320000000002
12483,17,75,2484.980000000001
12484,33,346,4541.720000000001
12488,10,55,1298.6599999999999
12489,336,15,334.92999999999995
12490,5,245,5417.9299999999985
12491,39,26,460.4000000000001
12492,63,20,263.21
12493,166,22,433.74
12494,16,77,1246.1000000000006
12497,82,14,1043.1
12498,21,23,403.7
12500,23,61,4257.820000000001
12501,337,149,2169.3899999999994
12502,96,147,3723.87
12504,18,9,482.04999999999995
12506,233,23,73.50000000000003
12507,134,21,1304.81
12508,26,69,398.27000000000004
12509,284,7,176.5
12510,143,33,982.57
12512,66,34,138.03000000000006
12513,113,35,612.2900000000001
12514,267,51,1017.6800000000002
12515,353,16,383.7
12516,78,26,1312.06
12517,28,284,2502.8399999999983
12518,1,124,2056.8899999999994
12519,64,18,340.84
12520,79,152,2634.26
12521,143,38,599.6800000000001
12522,39,12,192.72000000000003
12523,19,106,1789.7700000000007
12524,9,144,4485.719999999999
12526,1,71,1316.6600000000005
12527,82,18,348.71000000000004
12528,9,92,1933.4800000000007
12530,60,66,1662.2799999999993
12531,15,17,125.22
12532,30,16,349.83
12534,131,63,1089.18
12535,92,34,716.3500000000001
12536,43,261,12601.830000000005
12538,29,21,363.95
12539,22,273,5568.349999999995
12540,20,478,13400.23999999999
12541,30,52,981.1800000000002
12544,36,19,372.7
12545,75,50,1000.3899999999999
12546,47,69,1161.5
12547,198,8,207.8
12548,166,5,95.19999999999999
12550,79,57,964.8299999999994
12551,358,10,168.0
12552,39,20,437.81999999999994
12553,8,191,3692.280000000001
12556,50,121,603.7099999999997
12557,16,33,11990.96
12558,8,11,269.96000000000004
12559,311,21,561.7099999999999
12560,5,105,2134.01
12561,303,16,238.85
12562,8,168,3781.7400000000025
12564,261,21,456.9000000000001
12565,289,9,145.92
12566,86,19,351.65000000000003
12567,23,446,9401.279999999993
12569,2,188,4124.69
12571,40,34,519.6099999999999
12572,9,60,1020.4200000000003
12573,227,28,160.54
12574,316,11,218.45000000000002
12576,36,88,1315.8299999999997
12577,35,147,657.8000000000003
12578,21,114,2794.5099999999993
12579,78,29,440.41999999999996
12580,247,24,415.7
12581,40,15,197.70999999999998
12582,239,22,511.3599999999999
12583,3,247,7281.379999999993
12584,4,96,2338.1499999999996
12585,234,87,2040.099999999999
12586,17,11,196.94
12587,8,4,144.0
12588,39,10,214.9
12589,29,35,646.6800000000001
12590,211,68,9864.260000000004
12591,317,26,452.84999999999985
12592,92,18,437.59999999999997
12593,109,21,418.09999999999997
12594,38,118,3338.2199999999984
12596,51,27,618.27
12597,19,206,3811.2200000000016
12598,10,132,3023.079999999999
12599,29,62,1032.5800000000006
12600,29,64,2599.0400000000004
12601,190,28,577.0600000000001
12602,59,12,153.12000000000003
12603,22,2,739.1999999999999
12604,79,16,254.17999999999995
12607,60,101,1579.51
12609,78,60,1126.8500000000001
12610,23,106,2099.540000000001
12611,52,65,1193.32
12612,74,19,704.0400000000001
12613,57,153,3344.3799999999983
12614,278,20,315.59999999999997
12615,2,105,2291.1900000000005
12616,95,32,713.3
12617,29,42,355.5300000000002
12618,22,11,177.31
12619,16,90,3641.2400000000002
12620,15,92,1339.4099999999999
12621,2,467,13689.67
12622,232,11,180.09999999999997
12623,276,18,305.1
12624,106,38,641.1300000000001
12625,212,86,2683.8199999999997
12626,23,294,6620.479999999998
12627,11,230,4478.53
12628,4,41,786.4599999999998
12630,10,64,1270.8799999999999
12631,57,31,640.5000000000002
12633,59,101,2163.9799999999996
12635,90,101,1689.18
12637,67,390,6021.900000000001
12638,33,39,671.69
12639,239,22,486.1
12640,24,53,1174.58
12641,115,10,185.9
12642,25,47,1013.26
12643,128,24,3344.6400000000003
12644,130,31,477.9100000000001
12645,34,73,1775.1800000000005
12646,5,45,1346.9700000000003
12647,22,121,3722.820000000001
12648,155,21,318.05
12649,107,31,623.5099999999999
12650,3,20,314.44
12651,335,9,114.00000000000003
12652,331,48,919.9799999999998
12653,149,43,2209.8500000000004
12654,11,38,601.98
12656,17,126,4051.170000000002
12657,11,47,1643.18
12658,19,36,686.0500000000001
12659,30,5,91.68
12660,11,13,245.10000000000002
12662,1,230,3849.7799999999984
12664,8,37,4881.879999999999
12665,325,3,63.0
12667,58,33,620.13
12668,12,161,3807.150000000002
12669,151,101,2744.0300000000007
12670,10,92,2996.0500000000006
12672,330,10,225.9
12673,5,42,610.52
12674,39,83,1970.6000000000006
12676,25,45,1331.3900000000006
12678,42,165,17628.460000000003
12679,59,48,1113.0200000000002
12680,1,52,862.81
12681,15,638,13787.54
12682,4,525,12288.219999999998
12683,4,344,8476.569999999998
12684,8,105,2283.6299999999997
12685,28,157,2863.0800000000004
12686,372,7,89.14
12688,114,171,4873.810000000005
12689,26,72,1247.61
12690,206,16,389.00999999999993
12691,28,32,1035.8
12693,127,39,855.9099999999997
12694,70,37,869.6699999999998
12695,7,27,582.1
12697,29,41,957.5899999999999
12700,8,268,4939.990000000006
12701,80,53,797.7099999999999
12702,20,12,219.0
12703,71,21,283.54999999999995
12704,7,88,2340.84
12705,15,334,6868.290000000003
12707,292,33,603.42
12708,30,157,2712.9100000000008
12709,15,208,9736.519999999991
12710,97,77,1149.0200000000007
12712,29,133,4396.129999999999
12713,1,38,848.5499999999998
12714,9,259,4708.859999999994
12715,106,21,353.85999999999996
12716,4,69,1053.4899999999996
12717,151,55,1030.98
12718,71,19,238.25000000000003
12719,5,39,644.9499999999999
12720,3,354,5781.730000000001
12721,32,161,2656.130000000001
12722,85,53,997.6299999999999
12723,4,69,725.0699999999998
12724,5,53,1031.4099999999999
12725,371,24,427.79999999999995
12726,28,124,2609.1000000000004
12727,11,139,3980.7000000000003
12728,71,46,836.3299999999999
12729,114,26,453.0100000000001
12731,24,274,18895.910000000003
12732,180,12,236.2600000000001
12733,234,22,383.95
12734,353,4,110.39999999999999
12735,315,43,779.5699999999998
12736,333,4,234.00000000000003
12738,372,11,155.35
12739,78,38,1013.0400000000001
12740,64,27,427.5999999999999
12743,134,134,546.4299999999997
12744,52,222,21279.289999999994
12747,2,103,4196.010000000001
12748,1,4595,33719.730000000316
12749,4,199,4090.880000000001
12750,129,15,275.88
12752,81,53,4366.779999999999
12753,23,197,21429.39
12754,236,63,3010.74
12755,281,4,3811.9499999999994
12756,87,4,112.08000000000001
12757,16,371,7857.099999999999
12758,117,97,2791.590000000001
12759,52,95,1531.4400000000007
12762,8,69,1898.5200000000004
12763,138,18,494.08
12764,317,45,1693.8800000000003
12766,4,310,6989.629999999999
12769,239,32,1143.6000000000001
12770,211,12,1351.4499999999998
12772,60,55,892.4700000000004
12775,17,66,1386.0400000000004
12778,20,50,822.2300000000001
12779,38,149,3981.360000000003
12781,64,25,826.7400000000001
12782,5,103,2330.9200000000014
12783,2,84,2225.91
12784,9,59,574.42
12785,364,14,311.95
12787,10,20,463.65999999999997
12789,65,4,91.85000000000001
12790,192,21,324.9200000000001
12791,374,2,192.60000000000002
12792,257,25,400.54
12793,335,24,545.48
12794,53,45,860.4099999999999
12795,19,14,430.4800000000001
12797,366,13,254.03
12798,10,8,6977.039999999999
12802,187,25,427.5799999999999
12808,37,28,483.65000000000015
12809,178,25,489.31
12811,261,31,514.85
12812,45,15,229.63999999999993
12814,102,2,125.92
12815,148,47,1063.46
12816,96,29,572.2
12817,281,4,166.04
12818,262,14,1542.08
12820,3,59,942.3399999999999
12821,214,6,92.72
12822,71,46,948.8799999999999
12823,75,5,1759.5
12824,60,25,397.11999999999995
12826,3,91,1474.7199999999993
12827,6,25,430.15
12828,3,56,1018.7100000000003
12829,337,11,293.0
12830,38,38,6814.640000000001
12831,262,9,215.05
12832,32,27,383.03000000000003
12833,145,24,417.37999999999994
12834,283,18,312.38
12836,59,175,2612.8599999999988
12837,173,12,134.1
12838,34,123,683.1299999999994
12839,3,314,5591.420000000003
12840,144,113,2726.769999999999
12841,5,420,4022.3499999999967
12842,70,34,1118.99
12843,66,103,1702.26
12844,29,52,325.9599999999999
12845,267,27,354.09000000000003
12847,22,91,871.5399999999998
12849,31,51,1050.8899999999999
12851,97,50,135.17999999999995
12852,295,17,311.54999999999995
12853,135,78,1957.1
12854,79,110,1324.5000000000007
12855,373,3,38.1
12856,8,314,2179.9300000000007
12857,211,46,1106.4000000000003
12863,52,5,521.2
12864,138,3,147.12
12865,26,95,1568.229999999999
12866,283,26,559.1199999999999
12867,26,538,4036.819999999996
12868,186,107,1607.0600000000009
12871,84,11,380.64000000000004
12872,327,66,599.9699999999998
12873,282,4,374.0
12875,143,2,343.2300000000001
12876,58,85,2218.0200000000004
12877,4,154,1535.7700000000007
12878,236,47,854.9899999999999
12879,45,10,573.22
12881,276,7,298.0
12882,9,13,1463.0399999999995
12883,25,42,703.4700000000001
12884,88,7,309.05000000000007
12885,63,71,1175.2199999999996
12886,68,82,1378.4
12888,214,5,354.12
12890,24,82,380.46999999999997
12891,186,3,331.0
12893,31,34,188.14
12895,42,22,372.79999999999995
12897,205,4,216.5
12901,9,116,17654.539999999997
12902,265,10,138.68
12904,18,72,509.57999999999976
12906,12,63,2919.809999999999
12908,176,2,750.0
12909,40,91,2178.67
12910,23,75,3075.0400000000013
12912,3,24,1662.3
12913,5,50,2483.6299999999997
12915,149,22,363.65
12916,139,107,3006.1500000000005
12917,128,2,594.0
12919,8,50,1335.1899999999998
12920,17,28,164.23000000000002
12921,9,720,16587.09000000002
12922,161,28,405.38
12923,64,29,176.97
12924,88,30,933.7000000000003
12925,5,45,694.0499999999998
12928,35,84,2062.6999999999994
12929,312,8,117.85000000000001
12930,78,25,415.8
12931,22,82,42055.95999999999
12933,24,106,607.5299999999999
12935,2,129,2160.6999999999994
12936,17,62,1063.9000000000005
12937,15,120,1504.2700000000004
12938,26,9,114.14
12939,64,47,11581.8
12940,55,99,913.5400000000001
12942,131,75,683.9000000000001
12944,36,30,604.51
12945,288,23,462.95000000000005
12947,144,97,1603.9900000000002
12948,16,116,2064.95
12949,31,215,4167.220000000001
12950,2,23,1843.0
12951,9,63,1064.0700000000004
12952,6,79,1387.7900000000004
12953,10,17,329.84999999999997
12955,1,180,4757.159999999999
12956,306,19,108.07
12957,10,238,4017.5400000000027
12962,7,16,266.39000000000004
12963,8,95,1856.6299999999997
12965,89,109,771.9099999999996
12966,10,10,160.18
12967,358,19,1660.9
12968,112,5,135.95
12970,7,151,452.23999999999995
12971,4,305,11189.909999999996
12974,198,8,144.8
12976,212,22,738.6
12977,156,9,39.24
12980,158,20,7374.900000000001
12981,30,20,372.21999999999997
12982,243,28,390.53999999999996
12984,19,4,97.5
12985,1,76,1239.38
12987,74,28,558.7
12988,292,92,535.32
12989,3,64,6924.109999999996
12990,31,13,409.50000000000006
12991,23,31,503.76
12993,23,27,414.75999999999993
12994,4,61,974.42
12995,85,3,211.32
12997,22,59,1226.89
12999,196,28,455.8799999999999
13000,107,31,534.8500000000001
13001,4,339,9818.820000000012
13002,318,7,120.94999999999999
13003,106,6,149.05
13004,12,404,5655.91
13005,174,26,513.7
13006,56,4,81.57
13008,323,14,229.47000000000003
13011,372,3,50.550000000000004
13012,9,89,1661.8400000000008
13013,1,219,4810.9400000000005
13014,11,109,3466.2799999999997
13015,53,176,3346.2800000000016
13016,73,47,789.8899999999996
13017,7,1,204.0
13018,16,458,7277.699999999997
13021,4,131,2616.38
13023,64,40,689.9000000000001
13026,1,40,975.3599999999998
13027,114,26,6912.0
13028,23,45,661.32
13029,31,10,1247.5
13030,11,99,799.4800000000001
13032,52,71,1010.1799999999997
13033,357,11,190.54999999999998
13034,55,37,642.77
13035,74,27,921.8800000000002
13037,138,48,881.07
13038,80,28,908.46
13040,9,43,676.9900000000001
13043,273,13,516.4200000000001
13044,291,33,560.4700000000001
13045,99,18,305.28
13046,31,35,629.31
13047,32,172,3237.540000000001
13048,14,136,1835.9099999999994
13049,64,14,656.6800000000002
13050,15,403,5836.86
13052,212,18,348.15000000000003
13055,78,76,1214.41
13058,25,8,271.4
13059,250,8,183.4
13060,254,15,307.53000000000003
13061,72,10,248.61
13062,191,11,346.98
13064,13,69,1119.4900000000005
13065,373,14,205.85999999999999
13066,24,48,470.80000000000007
13067,82,15,115.46000000000002
13068,10,2,344.0
13069,1,425,4436.119999999994
13070,192,9,228.8
13072,267,7,177.14999999999998
13075,130,22,919.61
13077,1,112,729.2700000000001
13078,3,358,12627.94
13079,4,6,220.09999999999997
13080,179,6,58.08
13081,12,1024,28337.38000000005
13082,126,73,3613.6300000000006
13083,4,18,303.75
13085,158,22,416.08000000000004
13089,3,1818,58825.83000000013
13090,9,155,8910.82
13091,28,21,345.82
13092,71,25,477.83
13093,276,159,7832.469999999998
13094,21,24,1927.3200000000002
13095,71,6,74.4
13097,33,423,6010.419999999994
13098,1,572,28882.440000000013
13099,99,1,207.35999999999999
13101,234,8,101.18999999999998
13102,1,304,6424.090000000001
13103,40,8,243.94
13104,3,20,1098.48
13106,133,1,76.5
13107,44,58,1531.6200000000003
13108,373,10,350.05999999999995
13109,60,47,786.5400000000001
13110,31,145,1488.6700000000012
13113,1,200,12245.960000000003
13115,12,120,2294.7800000000007
13116,138,30,501.14000000000004
13117,22,76,984.9099999999996
13118,20,79,1197.8099999999995
13120,239,1,30.599999999999998
13121,269,50,283.7299999999999
13122,94,55,922.3900000000002
13124,90,235,3866.3299999999977
13126,5,140,2099.6399999999994
13127,78,15,259.16999999999996
13130,94,2,64.0
13131,23,44,1073.2999999999997
13132,262,3,77.3
13133,274,7,109.80000000000001
13134,86,98,1793.58
13135,197,1,3096.0
13136,56,127,2607.6099999999997
13137,11,704,3650.409999999999
13138,22,63,962.3900000000001
13139,16,170,5064.940000000003
13140,108,46,423.71999999999997
13141,85,135,2388.7499999999995
13142,19,23,307.0899999999999
13144,333,3,110.94999999999999
13145,40,6,618.52
13146,26,17,228.91
13147,10,4,712.8000000000001
13148,29,319,3707.120000000001
13149,14,86,1676.0599999999997
13151,296,74,1257.8700000000003
13153,6,15,486.22
13155,33,85,971.76
13157,49,87,1741.2199999999991
13158,95,79,1201.0600000000004
13159,9,121,1437.8500000000006
13160,22,4,91.8
13161,313,8,112.75
13162,122,79,1688.2899999999995
13165,46,42,1021.4799999999999
13166,283,41,417.19999999999993
13167,19,65,791.3300000000002
13168,36,131,1319.19
13169,64,13,712.88
13170,27,32,116.01000000000002
13171,22,46,468.4099999999999
13173,4,43,353.65000000000003
13174,16,314,2817.0300000000007
13176,46,72,492.8400000000001
13177,65,17,282.45
13178,26,265,5725.470000000003
13182,45,11,121.17999999999999
13183,8,94,3957.7800000000016
13184,15,181,1701.2900000000009
13185,268,1,71.4
13186,40,79,1575.8900000000003
13187,337,37,236.01999999999995
13188,11,2,114.60000000000001
13189,19,29,260.68
13192,95,63,911.9400000000002
13193,61,29,117.88000000000001
13194,136,3,60.7
13196,11,110,1797.78
13198,10,226,3401.239999999997
13199,4,119,9817.120000000003
13200,19,46,870.09
13203,10,57,869.4599999999999
13207,15,8,250.26000000000002
13208,59,149,1223.8999999999999
13209,30,321,5891.609999999999
13210,94,22,353.47999999999996
13211,10,56,1197.4199999999998
13212,20,142,788.0799999999998
13213,57,90,1520.5800000000004
13216,268,5,333.74
13217,122,4,533.98
13218,127,5,62.64
13220,78,21,819.29
13221,240,66,847.4100000000001
13223,200,5,163.20000000000002
13224,60,108,2155.9499999999994
13225,3,32,6463.840000000002
13226,273,16,108.21000000000001
13227,202,9,257.7
13228,81,2,358.0
13229,226,10,160.95
13230,4,611,2806.9700000000007
13232,13,207,1357.6000000000015
13233,74,43,605.1200000000001
13235,212,58,1031.0699999999997
13236,25,36,744.8500000000003
13238,17,31,700.7300000000001
13239,262,21,329.56
13240,96,67,663.6500000000001
13242,112,13,270.40000000000003
13243,203,58,600.07
13244,93,27,121.74000000000001
13245,51,16,430.5
13246,18,141,1987.3000000000009
13247,18,25,501.12
13248,125,26,465.6799999999999
13249,92,23,711.41
13253,157,36,1030.3999999999999
13255,9,13,399.51
13258,12,38,698.5799999999999
13259,62,87,292.3199999999999
13260,61,8,557.6200000000001
13261,269,9,944.1
13262,263,11,200.29000000000002
13263,1,1677,7454.069999999956
13265,53,91,2107.6600000000008
13266,11,187,3834.26
13267,3,211,4521.490000000001
13268,18,440,3214.6899999999996
13269,1,316,5346.23
13270,366,1,590.0
13271,37,96,217.3799999999999
13272,31,15,276.56000000000006
13273,113,16,138.97999999999996
13276,64,30,590.93
13277,16,8,258.4
13278,41,46,542.73
13279,78,9,137.75
13280,122,85,814.8600000000001
13282,18,37,1132.1399999999999
13283,60,7,93.66
13284,331,13,201.19
13285,23,187,2709.1200000000003
13291,156,42,361.10999999999996
13292,39,31,578.9399999999999
13294,190,54,873.7399999999998
13295,360,10,201.2
13296,137,5,87.4
13297,8,59,2089.8500000000004
13298,1,2,360.0
13299,268,5,142.5
13300,169,20,371.89000000000004
13301,104,81,618.0899999999998
13302,155,1,63.75
13304,351,21,300.4199999999999
13305,4,81,2000.8599999999992
13307,120,1,15.0
13308,23,54,1385.51
13309,7,107,1456.7899999999993
13310,28,72,1132.0300000000002
13311,4,26,598.57
13313,22,78,1555.3199999999993
13314,2,62,775.9400000000002
13316,37,87,5977.730000000001
13317,66,124,2273.679999999999
13318,1,20,640.76
13319,5,476,10845.549999999988
13320,78,106,1548.7000000000003
13321,72,11,567.36
13322,17,25,199.48
13323,3,21,787.85
13324,36,75,7121.949999999994
13325,82,12,675.3
13327,39,108,3627.769999999998
13328,316,17,1308.48
13329,32,17,789.0
13330,93,53,1140.9299999999996
13332,14,21,350.9
13334,82,268,3536.819999999998
13336,77,51,795.12
13338,158,19,487.02
13339,201,54,860.1200000000002
13340,45,134,10736.47999999999
13341,261,42,775.8499999999999
13343,178,19,353.43
13344,68,119,2543.720000000002
13345,288,20,389.50000000000006
13347,70,8,341.36
13348,64,14,233.76
13349,11,16,247.31999999999996
13350,16,40,979.1199999999999
13351,66,16,373.94
13352,60,24,397.9800000000001
13354,71,51,743.5300000000003
13355,122,32,674.7
13356,80,42,768.2400000000001
13357,257,90,609.9500000000002
13358,269,29,439.03000000000003
13359,64,23,439.55999999999995
13362,9,166,3090.7399999999984
13363,18,60,992.5000000000002
13364,71,10,134.96
13365,34,128,2225.3700000000013
13366,50,1,56.160000000000004
13368,257,29,623.4
13369,366,14,308.28000000000003
13370,372,39,754.8700000000003
13372,90,23,378.64
13373,61,158,3312.2500000000005
13375,89,37,778.6499999999997
13376,99,53,1019.7600000000003
13379,26,97,572.5599999999997
13381,32,172,3639.3100000000004
13382,281,15,222.99
13384,31,152,4151.929999999999
13385,330,35,534.5700000000002
13388,131,35,677.1000000000001
13389,11,51,797.96
13390,75,13,544.0799999999999
13391,204,1,59.8
13394,2,155,2520.0199999999995
13395,185,21,307.72
13396,29,43,1360.9899999999998
13397,73,38,1544.1299999999997
13398,192,26,457.3400000000001
13402,127,39,621.2300000000002
13403,18,3,75.0
13404,1,11,252.48999999999998
13405,74,27,572.4509999999999
13408,2,478,28117.039999999983
13410,24,28,1003.0600000000001
13411,107,18,213.55000000000004
13414,134,24,1390.5
13416,44,19,712.5000000000001
13417,5,28,640.83
13418,12,304,6127.429999999998
13419,64,16,221.05999999999995
13420,150,8,159.85
13421,40,104,1851.0799999999995
13422,64,127,2626.3000000000006
13425,108,78,1624.2099999999998
13426,1,157,3641.3199999999974
13427,19,29,582.6
13428,10,74,218.46999999999994
13429,11,67,1006.8000000000001
13430,19,49,679.45
13431,67,46,1269.0999999999995
13434,74,10,534.24
13435,5,101,3809.89
13436,2,12,196.88999999999996
13437,14,167,3408.0599999999995
13439,255,54,283.71
13441,92,13,296.64000000000004
13447,23,59,1129.14
13448,17,195,3539.370000000002
13449,24,19,291.88
13450,27,71,2043.7200000000003
13451,26,443,2976.149999999999
13452,259,2,590.0
13453,166,17,356.98
13455,25,46,1058.34
13456,18,63,1766.7199999999998
13458,7,382,9646.570000000002
13460,29,17,183.44
13461,39,27,1445.0000000000002
13462,253,9,151.5
13464,58,41,674.6800000000002
13466,184,17,307.90000000000003
13467,11,99,1083.71
13468,2,302,5704.970000000001
13470,99,10,165.0
13471,1,260,2531.579999999998
13473,61,21,422.64
13474,236,64,229.58999999999997
13475,191,86,1431.7800000000009
13476,179,58,1238.4699999999998
13477,38,79,1454.579999999999
13479,201,15,300.95
13481,46,109,1804.5599999999993
13482,232,11,184.64
13483,66,10,140.34000000000003
13484,241,8,313.79999999999995
13485,233,23,454.24
13486,78,69,1122.4099999999999
13487,58,34,575.4000000000001
13488,17,422,8968.309999999996
13489,105,14,449.52
13491,52,86,1215.82
13492,136,50,1269.8400000000006
13493,275,8,618.63
13494,312,18,316.26
13495,8,48,2044.8699999999997
13496,11,35,653.3299999999999
13497,283,19,348.04999999999995
13499,18,42,1159.11
13500,23,65,1166.7700000000002
13501,288,52,1340.3199999999997
13502,17,18,292.0
13503,71,17,216.84999999999997
13504,64,22,295.93
13505,73,215,4393.629999999999
13506,316,26,458.52000000000004
13507,3,162,2479.159999999999
13508,244,12,110.97
13509,9,44,979.7200000000001
13510,1,115,1791.5599999999984
13512,261,15,251.20999999999998
13513,127,10,205.09999999999997
13514,74,4,152.20000000000002
13515,73,59,891.1200000000002
13516,21,44,1389.4100000000003
13517,60,141,2128.42
13518,86,38,659.4399999999998
13519,78,8,122.75
13520,59,93,3624.349999999999
13521,1,436,1093.6500000000003
13522,30,5,125.80000000000001
13523,33,172,3964.8800000000006
13524,41,27,680.1800000000001
13525,15,6,628.78
13527,34,223,2287.5100000000007
13529,79,15,307.76
13531,205,22,483.8000000000001
13532,34,66,210.30999999999983
13533,183,76,270.79000000000013
13534,2,296,5870.080000000015
13536,1,179,3448.2899999999986
13538,43,25,1280.85
13539,86,37,631.3400000000001
13544,40,87,291.4099999999999
13546,12,98,626.9899999999999
13548,96,124,682.41
13549,26,51,918.1999999999998
13551,319,4,91.80000000000001
13552,66,109,3740.070000000001
13555,74,136,4149.2800000000025
13557,28,34,584.0600000000001
13558,6,175,605.0599999999998
13560,7,33,174.37000000000003
13561,216,14,141.86
13562,82,82,1799.3299999999988
13563,84,49,777.5300000000001
13564,144,83,1749.0200000000004
13565,19,38,240.22000000000006
13566,41,176,874.7099999999997
13568,173,44,192.85000000000005
13569,17,85,373.74999999999994
13570,243,27,239.49000000000004
13571,13,341,2092.32
13572,206,33,1384.25
13573,50,26,294.4
13575,23,46,732.0699999999997
13576,10,126,6717.340000000001
13577,25,83,1687.5999999999988
13579,15,23,467.03999999999996
13581,309,10,117.99999999999999
13583,156,53,781.0300000000002
13584,307,24,142.40000000000003
13587,64,8,712.4
13588,16,174,2478.949999999998
13589,15,21,379.65000000000003
13590,11,87,1981.9199999999994
13591,65,58,1117.1300000000003
13592,36,16,247.95999999999995
13593,108,128,2037.0800000000008
13594,53,26,396.96999999999997
13596,6,166,697.04
13598,47,40,180.1700000000001
13599,1,247,5153.669999999998
13600,312,19,219.51999999999998
13601,45,99,693.3200000000002
13602,65,23,428.88999999999993
13603,26,27,164.34
13606,29,43,280.53999999999996
13607,40,98,678.0099999999996
13610,12,226,1131.8800000000006
13611,89,74,1171.8000000000002
13614,24,201,1610.460000000001
13615,319,23,417.6900000000001
13617,40,44,544.18
13618,174,13,177.34000000000003
13621,117,19,213.85
13623,31,81,747.7800000000003
13626,253,19,257.22999999999996
13627,59,92,1638.4700000000003
13629,23,59,7792.36
13630,5,71,2031.7800000000002
13631,100,11,3070.42
13632,25,146,2121.27
13634,33,188,1575.1600000000003
13635,68,62,1071.0300000000002
13636,37,63,949.1199999999999
13637,52,101,810.4999999999998
13638,16,8,122.64000000000001
13639,74,40,1033.3400000000001
13642,216,66,354.7999999999999
13643,31,28,519.44
13644,16,146,2624.260000000001
13645,120,5,252.1
13647,10,79,1678.1200000000001
13649,257,23,346.6000000000001
13650,17,96,1836.34
13651,35,6,94.2
13652,46,63,1095.08
13654,43,166,2707.329999999999
13655,114,56,932.9700000000004
13656,165,49,379.65000000000003
13657,11,16,382.13999999999993
13658,10,108,2639.1700000000037
13659,206,104,1573.2000000000007
13662,86,53,897.7600000000001
13663,179,13,189.47
13666,60,12,84.65000000000002
13667,149,87,305.0199999999998
13668,3,470,6363.589999999984
13669,51,9,218.55
13670,75,25,349.70000000000016
13672,301,6,186.39
13673,19,65,396.9199999999999
13675,151,25,486.82000000000005
13678,152,16,232.60000000000005
13680,1,195,3722.4200000000014
13681,18,57,827.83
13682,187,3,59.5
13684,286,30,67.23000000000002
13685,3,39,3119.4400000000014
13686,183,8,72.0
13689,63,6,910.0
13690,59,9,172.25
13692,25,53,1488.3200000000004
13694,4,568,65039.620000000024
13695,31,90,2504.1299999999987
